ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1977,3030,-99,-99,0,0.048,0.363,0.432,0.156,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1978,5060,-99,-99,0,0,0.599,0.357,0.043,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1979,2202,-99,-99,0,0.004,0.009,0.931,0.057,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1980,247,0.42,-99,0,0.003,0.303,0.061,0.633,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1981,514,0.42,-99,0,0.205,0.085,0.696,0.014,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1982,1352,0.42,-99,0,0.014,0.93,0.03,0.026,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1983,2627,0.42,-99,0,0.01,0.155,0.833,0.003,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1984,2036,0.42,-99,0,0.032,0.325,0.415,0.228,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1985,5919,0.42,-99,0,0.04,0.501,0.406,0.053,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1986,1064,0.42,-99,0,0.043,0.464,0.455,0.038,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1987,2741,0.42,-99,0,0,0.515,0.441,0.044,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1988,2411,0.42,-99,0,0.004,0.009,0.907,0.079,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1989,1093,0.42,-99,0,0.022,0.318,0.061,0.599,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1990,587,0.42,-99,0,0.06,0.438,0.492,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1991,445,0.09,-99,0,0.028,0.591,0.341,0.039,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1992,392,1,-99,0,0,0.1,0.9,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1993,408,0.78,-99,0,0.063,0.08,0.839,0.018,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1994,1004,0.98,-99,0,0.026,0.821,0.146,0.007,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1995,316,0.5,-99,0,0.077,0.244,0.551,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1996,547,0.66,-99,0,0.072,0.693,0.212,0.023,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1997,2137,0.11,-99,0,0.003,0.239,0.737,0.021,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1998,358,0.25,-99,0,0.088,0.613,0.246,0.053,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,1999,957,0.25,-99,0,0.061,0.739,0,0.2,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2000,146,0.62,-99,0,0,0.38,0.587,0.033,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2001,2806,0.82,-99,0,0.14,0.469,0.349,0.042,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2002,7893,0,-99,0,0.007,0.385,0.599,0.009,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2003,7348,0.65,-99,0,0.008,0.277,0.659,0.056,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2004,6880,0.01,-99,0,0.003,0.152,0.792,0.053,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2005,2699,0.05,-99,0,0,0.22,0.48,0.27,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2006,324,1,-99,0,0.04,0.25,0.63,0.07,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2007,168,1,-99,0,0.28,0.37,0.33,0.02,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2008,1320,0.1,-99,0,0.03,0.84,0.12,0.001,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2009,1467,0.18,-99,0,0.05,0.43,0.52,-99,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2010,1318,0.12,-99,0,-99,0.637,0.228,0.135,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2011,1127,0.05,-99,0,-99,0.359,0.388,0.15,0.103,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2012,172,0.26,-99,0,-99,0.479,0.494,0.012,0.015,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2013,637,0.29,-99,0,-99,0.378,0.487,-99,0.135,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Elochoman River,Chinook,Fall-run,,2014,869,0.22,-99,0,-99,0.496,0.479,0.024,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1964,100,-99,-99,0,0.019,0.561,0.336,0.084,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1965,171,-99,-99,0,0.115,0.164,0.68,0.041,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1966,144,-99,-99,0,0.02,0.522,0.377,0.081,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1967,147,-99,-99,0,0.063,0.254,0.636,0.047,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1968,347,-99,-99,0,0.052,0.376,0.445,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1969,156,-99,-99,0,0.104,0.275,0.552,0.069,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1970,390,-99,-99,0,0.072,0.535,0.344,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1971,635,-99,-99,0,0.02,0.349,0.599,0.031,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1972,688,-99,-99,0,0.063,0.207,0.663,0.067,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1973,530,-99,-99,0,0.034,0.343,0.476,0.148,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1974,717,-99,-99,0,0.028,0.271,0.603,0.098,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1975,751,-99,-99,0,0.055,0.322,0.498,0.125,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1976,1192,-99,-99,0,0.071,0.365,0.46,0.105,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1977,1590,0.65,-99,0,0.023,0.325,0.513,0.138,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1978,2685,0.65,-99,0,0.007,0.094,0.74,0.159,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1979,1206,0.65,-99,0,0.042,0.058,0.434,0.466,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1980,185,0.65,-99,0,0.033,0.374,0.294,0.299,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1981,246,0.65,-99,0,0.145,0.105,0.677,0.073,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1982,422,0.65,-99,0,0.002,0.565,0.231,0.202,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1983,927,0.65,-99,0,0.06,0.007,0.885,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1984,242,0.65,-99,0,0.028,0.441,0.028,0.504,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1985,812,0.65,-99,0,0.054,0.094,0.845,0.007,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1986,901,0.65,-99,0,0.059,0.295,0.29,0.356,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1987,1093,0.65,-99,0,0.057,0.223,0.635,0.085,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1988,1003,0.65,-99,0,0.015,0.24,0.537,0.208,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1989,805,0.65,-99,0,0.01,0.077,0.701,0.213,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1990,287,0.65,-99,0,0.051,0.084,0.386,0.478,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1991,188,0.94,-99,0,0.06,0.36,0.36,0.22,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1992,4,1,-99,0,0,0,1,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1993,40,1,-99,0,0.07,0.372,0.535,0.023,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1994,47,1,-99,0,0,0,0.255,0.745,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1995,29,1,-99,0,0,0,0.517,0.483,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1996,351,0.48,-99,0,0.038,0.345,0.578,0.038,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1997,12,0.64,-99,0,0.143,0.143,0.714,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1998,93,0.41,-99,0,0,0.398,0.43,0.172,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,1999,303,0.51,-99,0,0,0.356,0.594,0.05,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2000,89,0.96,-99,0,0.082,0.041,0.763,0.113,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2001,241,0.64,-99,0,0.04,0.498,0.462,0,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2002,78,1,-99,0,0.049,0.317,0.476,0.159,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2003,373,0.72,-99,0,0.036,0.106,0.68,0.178,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2004,726,0.9,-99,0,0.026,0.137,0.737,0.101,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2005,122,0.66,-99,0,-99,0.33,0.31,0.16,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2006,383,1,-99,0,0.02,0.62,0.31,0.04,0.02,0
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2007,96,1,-99,0,0.08,0.39,0.47,0.06,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2008,95,0.35,-99,0,-99,-99,-99,-99,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2009,555,0.38,-99,0,-99,-99,-99,-99,0,0
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2010,159,0.44,-99,0,-99,0.693,0.23,0.077,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2011,405,0.17,-99,0,-99,0.453,0.468,0.039,0.04,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2012,208,0.17,-99,0,-99,0.537,0.434,0.015,0.014,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2013,2033,0.09,-99,0,-99,0.31,0.69,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Coastal,Grays and Chinook Rivers,Chinook,Fall-run,,2014,729,0.44,-99,0,-99,0.263,0.737,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1992,16,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1993,6,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1994,25,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1995,8,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1996,13,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1997,24,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1998,34,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,1999,16,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2000,32,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2001,29,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2002,33,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2003,57,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2004,31,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2005,42,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2006,49,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2007,45,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Fall-run,,2008,21,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1992,432,0.079,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1993,497,0.08,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1994,296,0.095,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1995,78,0.231,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1996,118,0.754,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1997,343,0.198,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1998,94,0.819,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,1999,111,0.207,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2000,215,0.298,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2001,1109,0.041,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2002,1125,0.062,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2003,456,0.221,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2004,407,0.337,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2005,779,0.144,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2006,1227,0.243,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2007,799,0.178,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Hood River,Chinook,Spring-run,,2008,1302,0.045,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1964,4695,-99,-99,0,0.019,0.561,0.336,0.084,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1965,5509,-99,-99,0,0.115,0.164,0.68,0.041,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1966,2684,-99,-99,0,0.02,0.522,0.377,0.081,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1967,3305,-99,-99,0,0.063,0.254,0.636,0.047,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1968,2806,-99,-99,0,0.052,0.376,0.445,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1969,2191,-99,-99,0,0.104,0.275,0.552,0.069,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1970,2738,-99,-99,0,0.072,0.535,0.344,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1971,3102,-99,-99,0,0.02,0.349,0.599,0.031,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1972,3222,-99,-99,0,0.063,0.207,0.663,0.067,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1973,6199,-99,-99,0,0.044,0.49,0.389,0.077,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1974,12449,-99,-99,0,0.022,0.427,0.497,0.053,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1975,17761,-99,-99,0,0.017,0.296,0.593,0.093,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1976,7517,-99,-99,0,0.027,0.3,0.53,0.143,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1977,6484,0.5,-99,0,0.003,0.409,0.475,0.113,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1978,3637,0.5,-99,0,0.041,0.06,0.777,0.121,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1979,2704,0.5,-99,0,0.036,0.679,0.104,0.18,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1980,5675,0.5,-99,0,0.014,0.33,0.643,0.013,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1981,1840,0.5,-99,0,0.045,0.227,0.577,0.151,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1982,4570,0.5,-99,0,0.021,0.574,0.302,0.103,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1983,2681,0.5,-99,0,0.013,0.241,0.697,0.049,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1984,2955,0.5,-99,0,0.004,0.273,0.52,0.202,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1985,1055,0.5,-99,0,0.084,0.101,0.649,0.166,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1986,2227,0.5,-99,0,0.051,0.77,0.096,0.083,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1987,9632,0.5,-99,0,0.044,0.367,0.58,0.01,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1988,24279,0.5,-99,0,0.013,0.478,0.42,0.089,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1989,20413,0.5,-99,0,0.02,0.187,0.709,0.084,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1990,2054,0.5,-99,0,0.017,0.401,0.386,0.196,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1991,5085,0.54,-99,0,0.024,0.228,0.628,0.12,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1992,3593,0.48,-99,0,0.051,0.411,0.418,0.12,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1993,1941,0.89,-99,0,0.011,0.097,0.764,0.128,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1994,2020,0.73,-99,0,0.106,0.692,0.096,0.106,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1995,3044,0.69,-99,0,0.024,0.272,0.591,0.113,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1996,10630,0.44,-99,0,0,0.42,0.491,0.089,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1997,3539,0.4,-99,0,0.026,0.191,0.678,0.105,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1998,4318,0.69,-99,0,0.012,0.545,0.282,0.161,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,1999,2617,0.03,-99,0,0.011,0.041,0.86,0.088,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2000,1420,0.19,-99,0,0.025,0.403,0.149,0.423,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2001,3613,0.19,-99,0,0.024,0.337,0.399,0.24,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2002,18809,0.01,-99,0,0.013,0.592,0.394,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2003,24710,0.01,-99,0,0.03,0.19,0.729,0.051,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2004,6612,0.1,-99,0,0.017,0.413,0.57,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2005,9168,0.03,-99,0,0,0.18,0.45,0.34,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2006,10386,0.01,-99,0,0.02,0.13,0.72,0.12,0.02,0
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2007,3296,0.06,-99,0,0.04,0.5,0.28,0.17,0.001,0
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2008,3734,0.04,-99,0,0.04,0.28,0.6,0.07,0.01,0
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2009,7546,0.1,-99,0,0.02,0.19,0.74,0.04,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2010,7057,0.12,-99,0,-99,0.393,0.425,0.181,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2011,8869,0.07,-99,0,-99,0.328,0.616,0.024,0.032,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2012,8007,0.07,-99,0,-99,0.406,0.244,0.341,0.009,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2013,12061,0.09,-99,0,-99,0.12,0.84,0.04,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Kalama River,Chinook,Fall-run,,2014,11537,0.09,-99,0,-99,0.08,0.667,0.253,0,-99
