ESU,MAJOR_POPULATION_GROUP,COMMON_POPULATION_NAME,SPECIES,RUN_TIMING,STREAM_NAME,BROOD_YEAR,NUMBER_OF_SPAWNERS,FRACWILD,CATCH,AGE_1_RETURNS,AGE_2_RETURNS,AGE_3_RETURNS,AGE_4_RETURNS,AGE_5_RETURNS,AGE_6_RETURNS,AGE_7_RETURNS
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2000,1,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2001,3646,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2002,6113,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2003,4165,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2004,2145,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2005,2901,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2006,1782,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2007,1325,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2008,1845,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2009,7491,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2010,10142,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2011,14182,-99,-99,0,-99,0.182,0.761,0.056,0.002,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2012,6143,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Fall-run,,2013,7366,-99,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1980,166,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1981,959,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1982,209,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1983,70,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1984,147,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1985,156,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1986,467,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1987,71,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1988,172,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1989,563,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1990,278,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1991,149,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1992,266,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1993,214,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1994,159,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1995,282,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1996,40,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1997,462,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1998,262,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,1999,326,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2000,468,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2001,443,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2002,2365,0.19,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2003,11056,0.06,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2004,13017,0.02,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2005,6524,0.02,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2006,3774,0.02,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2007,1640,0.04,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2008,1046,0.11,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2009,2826,0.04,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2010,7424,0.04,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2011,2059,0.09,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2012,5610,0.06,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2013,3577,0.11,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Upper Cowlitz River,Chinook,Spring-run,,2014,2915,0.08,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1964,774,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1965,83,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1966,862,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1967,228,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1968,254,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1969,29,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1970,51,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1971,1801,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1972,1190,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1973,472,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1974,481,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1975,556,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1976,549,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1977,922,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1978,1322,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1979,884,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1980,355,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1981,197,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1982,361,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1983,442,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1984,126,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1985,168,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1986,403,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1987,776,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1988,1206,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1989,112,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1990,11,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1991,52,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1992,54,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1993,0,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1994,11,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1995,4,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1996,166,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1997,148,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1998,202,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,1999,126,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2000,12,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2001,407,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2002,365,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2003,1499,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2004,754,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2005,452,0,-99,0,-99,-99,-99,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2006,235,0,-99,0,-99,0.4,0.3,0.3,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2007,263,0,-99,0,0.16,0.49,0.35,-99,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2008,181,0,-99,0,0.04,0.66,0.26,0.05,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2009,343,-99,-99,0,0.07,0.1,0.8,0.03,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,Upper Gorge Tributaries,Chinook,Fall-run,,2011,1815,0.32,-99,0,-99,0.293,0.668,0.019,0.02,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1977,1652,0.46,-99,0,0.104,0.015,0.43,0.451,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1978,593,0.46,-99,0,0.22,0.373,0.122,0.285,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1979,2388,0.46,-99,0,0.057,0.195,0.729,0.02,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1980,3437,0.46,-99,0,0.001,0.091,0.692,0.216,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1981,1841,0.46,-99,0,0.129,0.002,0.533,0.337,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1982,330,0.46,-99,0,0.042,0.533,0.017,0.407,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1983,2677,0.46,-99,0,0.078,0.032,0.888,0.002,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1984,1217,0.46,-99,0,0.05,0.237,0.214,0.499,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1985,1983,0.46,-99,0,0.111,0.073,0.759,0.057,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1986,1589,0.46,-99,0,0.09,0.246,0.355,0.309,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1987,3578,0.46,-99,0,0.099,0.116,0.701,0.085,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1988,3135,0.46,-99,0,0.024,0.199,0.517,0.26,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1989,4408,0.46,-99,0,0.037,0.041,0.757,0.164,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1990,2062,0.46,-99,0,0.179,0.113,0.28,0.428,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1991,3494,0.47,-99,0,0.103,0.445,0.452,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1992,2164,0.76,-99,0,0.129,0.051,0.82,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1993,3836,0.52,-99,0,0.043,0,0.626,0.331,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1994,3625,0.7,-99,0,0.096,0.059,0.845,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1995,2969,0.39,-99,0,0.078,0.548,0,0.374,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1996,2821,0.17,-99,0,0.206,0,0.514,0.28,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1997,4529,0.12,-99,0,0.258,0.087,0.655,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1998,2971,0.24,-99,0,0.149,0.277,0.384,0.191,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,1999,3105,0.68,-99,0,0.011,0.228,0.715,0.046,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2000,2088,0.7,-99,0,0.044,0.059,0.897,0,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2001,3836,0.43,-99,0,0.097,0.248,0.552,0.103,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2002,5725,0.47,-99,0,0.054,0.176,0.713,0.057,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2003,3440,0.39,-99,0,0.001,0.063,0.798,0.139,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2004,10404,0.25,-99,0,0.018,0.074,0.613,0.295,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2005,2671,0.41,-99,0,0,0.1,0.5,0.36,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2006,2600,0.14,-99,0,0.05,0.14,0.62,0.19,0.01,0
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2007,1528,0.87,-99,0,0.1,0.4,0.37,0.12,0.005,0
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2008,2491,0.93,-99,0,0.1,0.4,0.48,0.03,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2009,2741,0.3,-99,0,0.1,0.28,0.62,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2010,6087,0.14,-99,0,-99,0.209,0.362,0.429,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2011,4725,0.18,-99,0,-99,0.13,0.789,0.069,0.012,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2012,1913,0.29,-99,0,-99,0.62,0.202,0.177,0.001,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2013,7185,0.42,-99,0,-99,0.322,0.655,0.023,0,-99
Lower Columbia River Chinook Salmon ESU,Cascade,Washougal River,Chinook,Fall-run,,2014,2038,0.67,-99,0,-99,0.168,0.766,0.066,0,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1965,914,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1966,2865,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1967,1212,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1968,575,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1969,2767,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1970,634,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1971,712,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1972,864,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1973,874,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1974,869,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1975,1798,-99,-99,-99,-99,-99,-99,-99,-99,-99
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1976,1881,1,-99,0,0,0.21,0.66,0.12,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1977,216,1,-99,0,0.01,0,0.74,0.24,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1978,796,1,-99,0,0,0.55,0.02,0.42,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1979,636,1,-99,0,0.03,0.03,0.93,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1980,1539,1,-99,0,0,0.77,0.05,0.18,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1981,793,1,-99,0,0.03,0.07,0.88,0.02,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1982,1562,1,-99,0,0,0.56,0.12,0.32,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1983,250,1,-99,0,0.02,0,0.9,0.07,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1984,369,1,-99,0,0,0.46,0.01,0.54,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1985,152,1,-99,0,0.04,0.03,0.92,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1986,97,1,-99,0,0.02,0.7,0.04,0.24,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1987,161,1,-99,0,0.06,0.44,0.49,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1988,366,1,-99,0,0,0.81,0.12,0.07,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1989,205,1,-99,0,0.01,0.04,0.86,0.08,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1990,124,1,-99,0,0.07,0.3,0.09,0.54,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1991,67,1,-99,0,0.12,0.71,0.17,0,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1992,132,1,-99,0,0.01,0.57,0.38,0.05,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1993,105,0.97,-99,0,0.01,0.15,0.67,0.18,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1994,283,0.97,-99,0,0.01,0.65,0.34,0,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1995,222,0.97,-99,0,0.14,0.81,0,0.05,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1996,32,0.97,-99,0,0,0.77,0.23,0,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1997,124,0.8,-99,0,0,0.38,0.62,0,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1998,223,0.83,-99,0,0.06,0.21,0.53,0.2,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,1999,401,0.66,-99,0,0.05,0.55,0.27,0.12,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2000,147,0.51,-99,0,0.09,0.24,0.38,0.28,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2001,1668,0.34,-99,0,0.05,0.4,0.48,0.08,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2002,1787,0.38,-99,0,0.03,0.68,0.29,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2003,11480,0.19,-99,0,0.06,0.14,0.73,0.06,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2004,8691,0.19,-99,0,0.02,0.51,0.47,0.01,0,0
Lower Columbia River Chinook Salmon ESU,Gorge,White Salmon River,Chinook,Fall-run,,2005,1448,0.18,-99,0,0.03,0.35,0.57,0.05,0,0
